"URL","Video players","UI frameworks","Web servers","CDN","JavaScript libraries"
"https://stjosephs.ac.in/index.html","YouTube,","Materialize CSS,","Apache HTTP Server,","Cloudflare,jQuery CDN,jsDelivr,cdnjs,","Tiny Slider,Slick,SweetAlert2,jQuery,"
